HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
,VAA2007807,1109919,847e5a38-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,32,RIVERMEADE II,101 TOWNLEY CT,YORKTOWN,VA,23690,-76.518798,37.227172,YORKTOWN-RIVERMEADE II LLC,,,,0,32,0,Family,,,,32,,,New Construction,,,,
,VAA1997331,1094877,c7df593e-e168-e711-806a-005056ba3ab9,Inactive,LIHTC,4% Tax Credit,01/01/1997,01/01/2027,136,COPPERMINE RUN II,2450 MASONS FERRY DR,HERNDON,VA,20171,-77.407752,38.946727,JEFFERSON COMMONS II LP,,,,,,,Family,,,,136,,Missing from Subsequent Updates,New Construction,,,,
,VAA2008869,1095681,a2e33c9e-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,33,FISHER HOUSE,1111 N KENILWORTH ST,ARLINGTON,VA,22205,-77.135665,38.88153,FISHER HOUSE LP,,,,,,,Family,,,,33,,,Acquisition and Rehab,,,,
,VAA2007812,1094943,bd1210c8-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,32,WHITE'S MILL POINT,15379 WHITES MILL RD,ABINGDON,VA,24210,-81.973396,36.727256,WHITE'S MILL POINT LP,,,,0,32,0,Family,,,,32,,,New Construction,,,,
800022040,VAA2003603,1094541,d91210c8-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,91,RANDOLPH VILLAGE,1410 CLAIBORNE ST,RICHMOND,VA,23220,-77.461692,37.540103,RANDOLPH RICHMOND LLC,,,,0,52,39,Family,,,,91,,,Acquisition and Rehab,,,,
,VAA2002210,1095223,fcc1c839-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,48,SHELL GARDENS,2211 SHELL RD,HAMPTON,VA,23661,-76.379241,37.009296,HRHA,,,,0,48,0,Family,,,,48,,,Acquisition and Rehab,,,,
800021834,VA36H027135,1094563,cad4af68-d1ff-e611-8115-74d435edc0c2,Active,Section 8,HFDA/8 SR,06/02/2010,06/01/2030,26,FRANK ROANE APARTMENTS,900 FEDERAL ST,LYNCHBURG,VA,24504,-79.147583,37.411857,FRANK ROANE LLC,Limited Dividend,LYNCHBURG COVENANT FELLOWSHIP INC,Profit Motivated,22,4,,Elderly,1/1/1978,1/1/1978,117.82,26,2: Request Renewal Without Restructuring at or Below Comparable Rents,,,,Amend Rents,12,
800021785,VA36H027169,1094355,37f3c556-d1ff-e611-8115-74d435edc0c2,Active,Section 8,HFDA/8 NC,09/01/2020,08/31/2022,128,DENBIGH TRACE,13211 RIDGEVIEW DR,NEWPORT NEWS,VA,23608,-76.543815,37.167022,DENBIGH TRACE ASSOCIATES,Profit Motivated,W H H TRICE & CO,Profit Motivated,,79,49,Disabled,1/1/1978,1/1/1978,63.72,128,2: Request Renewal Without Restructuring at or Below Comparable Rents,,,,Amend Rents,2,
800022078,VA39L000009,1094321,c3a2cd50-d1ff-e611-8115-74d435edc0c2,Active,Section 8,LMSA,01/01/2014,12/31/2033,207,SPRING GARDENS,7959 RICHMOND HWY,ALEXANDRIA,VA,22306,-77.086387,38.740943,SPRING GARDEN APTS LLLP,Limited Dividend,SPRING GARDEN APTS LLLP,Limited Dividend,38,143,26,Family,1/1/1964,1/1/1964,101.02,209,1a: Mark-Up-To-Market Eligibility,,,,Amend Rents,26,
800022117,VA36S931006,1094374,65f4c556-d1ff-e611-8115-74d435edc0c2,Active,Section 8,PRAC/202,05/01/2021,04/30/2035,40,ANNETTA M LANE APARTMENTS,2734 GATE HOUSE RD,NORFOLK,VA,23504,-76.256469,36.849742,ANNETTA M LANE HOUSING INC,Non-Profit,COMMUNITY MANAGEMENT CORPORATION,Profit Motivated,40,,,Elderly,1/1/1993,1/1/1993,81.97,40,,,,,,0,
800021947,VA36H027202,1094352,03f3c556-d1ff-e611-8115-74d435edc0c2,Active,Section 8,HFDA/8 NC,12/02/2012,12/01/2032,55,MALVERN HILLS,426 KING ST,PORTSMOUTH,VA,23704,-76.301406,36.834655,MALVERN HILLS APTS LP,Profit Motivated,TM ASSOCIATES MANAGEMENT INC,Profit Motivated,55,,,Elderly,1/1/1980,1/1/1980,93.89,55,2: Request Renewal Without Restructuring at or Below Comparable Rents,,,,Amend Rents,10,
800021815,000005NIRAP,1094526,a423b662-d1ff-e611-8115-74d435edc0c2,Inactive,Section 8,RAP,03/02/2016,04/30/2017,87,LAKE ANNE FELLOWSHIP HOUSE II,11450 N SHORE DR,RESTON,VA,22090,-77.342069,38.969629,FELLOWSHIP SQUARE FOUNDATION,Non-Profit,NATIONAL LUTHERAN COMMUNITIES & SERVICES,Non-Profit,87,,,Elderly,1/1/1974,1/1/1974,52.69,100,,End Date Passed,,,,0,
800232214,765853943016,1119103,2c405eaa-d1ff-e611-8115-74d435edc0c2,Active,RHS 515,515 Rural Housing,09/28/1993,05/25/2035,31,LAWTELL MANOR APARTMENTS,10300 PREJEAN HWY,LAWTELL,LA,70550,-92.182304,30.517145,LAWTELL MANOR PARTNERSHIP,Limited Profit,CMS MANAGEMENT LLC,,26,6,,Elderly,,,,32,,,,,,,
,90640492016,1121067,4e6666a4-d1ff-e611-8115-74d435edc0c2,Active,RHS 515,515 Rural Housing,12/23/2002,11/26/2039,32,BAYVIEW HERITAGE GARDENS,22807 A BLUE HERON RD,CHERITON,VA,23316,-75.9645,37.273708,BAYVIEW CITIZENS FOR SOCIAL JUSTICE,Non-Profit,GATEWAY MANAGEMENT SERVICES LLC,Non-Profit,13,13,6,Family,,,,32,,,,1523858.74,,,
,789008258010,1119280,8cae6e9e-d1ff-e611-8115-74d435edc0c2,Active,RHS 515,515 Rural Housing,11/17/1976,01/31/2044,60,MAPLE GARDEN I,110 LINKOUS AVE,DUBLIN,VA,24084,-80.681274,37.10984,MAPLE GARDEN APTS,Limited Profit,MAPLE GARDEN APTS,For Profit,60,60,,Family,,,,60,,,,289557.4,,,
,721160884022,1117911,f0a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,09/14/1989,12/31/2043,40,HARMONY HOUSE,1151 GLENDALE ROAD,GALAX,VA,24333,-80.884439,36.694037,HARMONY HOUSE ASSOC LIMITED PARTNERSHIP,Limited Profit,GEM MANAGEMENT,For Profit,40,,,Elderly,,,,40,,Missing from Subsequent Updates,,1372877.73,,,
,861863070012,1117911,f4a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,08/05/1993,12/31/2039,42,HARMONY VILLAGE,1151 GLENDALE ROAD,GALAX,VA,24333,-80.884439,36.694037,HARMONY VILLAGE ASSOCIATES L P,Limited Profit,GEM MANAGEMENT,For Profit,42,,,Family,,,,42,,Missing from Subsequent Updates,,1368294.92,,,
,812730590014,1119814,bca59e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,06/01/1990,12/31/2035,1,RUGBY SQUARE APARTMENTS,101 MADISON LANE,LURAY,VA,22835,-78.440534,38.662725,LURAY ASSOCIATES,Limited Profit,HUMPHREY MANAGEMENT,For Profit,46,2,,Family,,,,48,,Missing from Subsequent Updates,,1400000,,,
,563295738011,1118526,60af6e9e-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,09/13/1985,12/31/2040,41,GLEN RIDGE APARTMENTS,60 THEATRE ST,MARTINSVILLE,VA,24112,-79.876042,36.644934,LIC ASSOCIATES VIRGINIA LIMITED PARTNERSHIP,Limited Profit,LANDURA INVESTMENT COMPANY,,41,,,Elderly,,,,41,,Missing from Subsequent Updates,,1420038.49,,,
,714572465017,1118526,74af6e9e-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,09/11/1990,12/31/2042,44,RICHWOOD APARTMENT,60 THEATRE ST,MARTINSVILLE,VA,24112,-79.876042,36.644934,LIC ASSOCIATES-MART,Limited Profit,LANDURA INVESTMENT COMPANY,For Profit,44,,,Family,,,,44,,Missing from Subsequent Updates,,2800000,,,
,354102705017,1109155,d6ce967a-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,03/25/1992,12/31/2043,44,NEW RIVER GARDENS II,300 JEFFRIES DRIVE,RADFORD,VA,24141,-80.58033,37.105888,NEW RIVER GARDENS 2 VA LP,Limited Profit,GEM MANAGEMENT,For Profit,44,,,Family,,,,44,,Missing from Subsequent Updates,,1400000,,,
,345720503012,1112786,32cf967a-d1ff-e611-8115-74d435edc0c2,Active,RHS 515,515 Rural Housing,03/09/1992,12/04/2035,40,WOODCREST APARTMENTS,300 HAMILTON BLVD,SOUTH BOSTON,VA,24592,-78.918624,36.713325,WOODCREST VA LIMITED PARTNERSHIP,Limited Profit,GEM MANAGEMENT LLC,For Profit,40,,,Elderly,,,,40,,,,1194452.19,,,
,733430785010,1117564,7ca59e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,05/10/1990,12/31/2036,10,PLANTERS WOODS APARTMENTS,601 E FERRELL ST,SOUTH HILL,VA,23970,-78.11175,36.732673,SECOND SOUTH HILL ASSOCIATES,Limited Profit,TRINITY PROPERTY MGMT,For Profit,24,,,Family,,,,24,,Missing from Subsequent Updates,,686231.13,,,
,779159916011,1117564,80a59e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,05/07/1986,12/31/2040,8,PLANTERS WOODS II,601 E FERRELL STREET,SOUTH HILL,VA,23970,-78.11175,36.732673,THIRD SOUTH HILL ASSOCIATES,Limited Profit,TRINITY PROPERTY MGMT,For Profit,22,,,Family,,,,22,,Missing from Subsequent Updates,,710040.21,,,
,249451930017,1110933,38a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,07/28/1988,12/31/2029,32,BIRCH ISLAND APARTMENTS,10322 PENNY LN,WAKEFIELD,VA,23888,-76.974796,36.97383,BIRCH ISLAND LP,Limited Profit,TM ASSOCIATES MANAGEMENT INC,For Profit,40,8,,Family,,,,48,,Missing from Subsequent Updates,,1203792.26,,,
,252121260022,1110976,f8ac6e9e-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,09/25/2003,12/31/2040,1,COLLEGE GREEN II,30 BLUEBIRD LN,WARSAW,VA,22572,-76.758225,37.954746,WARSAW-COLLEGE GREEN II LLC,Limited Profit,COMMUNITY HOUSING PARTNERS,For Profit,16,,,Family,,,,16,,Missing from Subsequent Updates,,556390,,,
,222949896022,1110392,34a49e74-d1ff-e611-8115-74d435edc0c2,Inactive,RHS 515,515 Rural Housing,09/14/1989,12/31/2023,19,LAFAYETTE MANOR APARTMENTS,121 LAFAYETTE BLVD,WILLIAMSBURG,VA,23188,-76.755006,37.312613,WMSBURG-LAFAYETTE SQUARE LLC,Limited Profit,COMMUNITY HOUSING PARTNERS,For Profit,76,30,,Family,,,,106,,Missing from Subsequent Updates,,2900000,,,
,177538023016,1109919,74a29e74-d1ff-e611-8115-74d435edc0c2,Active,RHS 515,515 Rural Housing,08/11/1987,07/17/2037,26,RIVERMEADE I APARTMENTS,100 RIVERMEADE CT,YORKTOWN,VA,23690,-76.51902,37.227531,YORKTOWN-RIVERMEADE LLC,Limited Profit,COMMUNITY HOUSING PARTNERS,For Profit,8,40,,Family,,,,48,,,,1388030.47,,,
,476854269021,1109919,80a29e74-d1ff-e611-8115-74d435edc0c2,Active,RHS 515,515 Rural Housing,03/12/1991,02/21/2041,20,RIVERMEADE II APARTMENTS,100 RIVERMEADE CT,YORKTOWN,VA,23690,-76.51918,37.227386,YORKTOWN- RIVERMEADE II LLC,Limited Profit,COMMUNITY HOUSING PARTNERS,For Profit,32,32,,Family,,,,32,,,,1030530.27,,,
,5904102565,1095928,cecd28d4-d1ff-e611-8115-74d435edc0c2,Active,HOME,HOME,06/26/2008,06/26/2023,1,,633 RED HORSE LN,VIRGINIA BEACH,VA,23462,-76.182777,36.860828,VB HOME INC,,,,,,,,,,,1,,,Acquisition Rehabilitation,,,,
,5829300247,1095371,855757b0-d1ff-e611-8115-74d435edc0c2,Active,HOME,HOME,06/26/2006,06/26/2026,19,AHC,CAMPOSTELLA SQUARE,CHESAPEAKE,VA,23325,,,AHC,,,,,,,,,,,20,,,New Construction,,,,
,5904102300,1095372,8d5757b0-d1ff-e611-8115-74d435edc0c2,Active,HOME,HOME,06/30/2006,06/30/2026,19,M : CSH NEW CONST 0405,CHESPEAKE SUPPORTIVE HOUSING,CHESAPEAKE,VA,23324,,,CHESAPEAKE SUPPORTIVE HOUSING,,,,,,,,,,,20,,,New Construction,,,,
800021685,800021685,1095397,cb954eb6-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 Direct Loan/ Elderly-Handicapped,04/22/1992,07/01/2031,10,APPOMATTOX GROUP HOME,624 JONES STREET,APPOMATTOX,VA,24522,,,APPOMATTOX RESIDENTIAL SERVICES INC,Non-Profit,"Lynchburg Covenant Fellowship, Inc.",For Profit,,,,Elderly or disabled,,,,10,,Missing from Subsequent Updates,,234020.27,,,ZPF
800021764,800021764,1094302,0ba1cd50-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,10/25/1991,01/01/2031,6,SOUTH 7TH STREET GROUP HOME,5215 7TH ST S,ARLINGTON,VA,22204,,,COMMUNITY RESIDENCE OF ARLINGTON INC,Non-Profit,"Community Residences, Inc.",Non-Profit,,,,Elderly or disabled,,,,6,,,,171965.46,,,ZPF
800021815,800021820,1094526,9c23b662-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202 Direct Loan/ Elderly/ Pre - 1974,07/01/1971,09/01/2023,27,LAKE ANNE FELLOWSHIP HOUSE I,11450 N SHORE DR,RESTON,VA,22090,,,FELLOWSHIP SQUARE FOUNDATION,Non-Profit,National Lutheran Home for the Aged,Non-Profit,,,,Elderly or disabled,,,,140,,Missing from Subsequent Updates,,349547.25,,,ZPH
800021844,800021844,1094573,28d5af68-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,05/25/1990,09/01/2029,15,GATEWAY FARM,11901 REEDY BRANCH ROAD,CHESTERFIELD,VA,23838,,,GATEWAY FARMS,Non-Profit,"Gateway Homes, Inc.",Non-Profit,,,,Elderly or disabled,,,,16,,,,211035,,,ZPF
800021856,800021856,1094578,46d7af68-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,12/22/1989,04/01/2029,13,GREENSTONE RESIDENCE,9 ANGUS DR,WAYNESBORO,VA,22980,,,GREENSTONE RESIDENCE INC,Non-Profit,South River Development Corporation,Non-Profit,,,,Elderly or disabled,,,,13,,,,216462.71,,,ZPF
800021867,800021867,1094586,98c5a66e-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,05/06/1988,04/01/2026,14,HARTWOOD GROUP HOMES,6735 W WAKEFIELD DRIVE,ALEXANDRIA,VA,22307,,,HARTWOOD GROUP HOMES INC,Non-Profit,"Quantum Real Estate Management, LLC",Non-Profit,,,,Elderly or disabled,,,,16,,,,266046.25,,,ZPF
800021868,800021868,1094590,d0c5a66e-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,05/28/1992,02/01/2032,12,HARTWOOD PLACE,7411 SHREVE RD,FALLS CHURCH,VA,22043,,,HARTWOOD PLACE INC,Non-Profit,"Quantum Real Estate Management, LLC",For Profit,,,,Elderly or disabled,,,,12,,,,225538.75,,,ZPF
800021918,800021918,1094334,7ba3cd50-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 Direct Loan/ Elderly-Handicapped                      ,04/30/1982,09/01/2021,100,LAFAYETTE HOUSE,214 S SYCAMORE ST,PETERSBURG,VA,23803,,,LAFAYETTE HOUSE ELDERLY HOUSING INC,Non-Profit,Whetstone Company,For Profit,,,,Elderly or disabled,,,,100,,Missing from Subsequent Updates,,97558.78,,,ZPF
800021942,800021942,1094360,6ff3c556-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,10/29/1992,01/01/2032,15,LYNCHBURG SUPERVISED APARTMENTS,1000 ROCKBRIDGE AVE,LYNCHBURG,VA,24501,,,LYNCHBURG RESIDENTIAL SERVICES INC,Non-Profit,"Lynchburg Covenant Fellowship, Inc.",For Profit,,,,Elderly or disabled,,,,15,,,,340572.35,,,ZPF
800021969,800021969,1094547,ded3af68-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,12/14/1987,09/01/2024,6,NELSON CHESHIRE HOME,1911 S NELSON ST,ARLINGTON,VA,22204,,,NELSON CHESHIRE HOMES,Non-Profit,"REALTY MANAGEMENT ASSOCIATES, INC.",For Profit,,,,Elderly or disabled,,,,7,,,,59712.28,,,ZPF
800022085,800022085,1094326,05a3cd50-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,06/29/1990,10/01/2029,35,SAINTS COSMA & DAMIANOS HOUSE,1030 GERMAN SCHOOL ROAD,RICHMOND,VA,23225,,,STS COSMA AND DAMIAN CORPORATION,Non-Profit,AMURCON REALTY COMPANY,For Profit,,,,Elderly or disabled,,,,35,,,,634870.17,,,ZPF
800022105,800022105,1094349,a3f2c556-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,10/13/1989,06/01/2029,15,TIMBERLAKE VILLAGE,412 CEDAR AVE,FARMVILLE,VA,23901,,,RESIDENTIAL OPPORTUNITIES INC,Non-Profit,CROSSROADS COMMUNITY SERVICES BOARD,For Profit,,,,Elderly or disabled,,,,15,,,,312822.09,,,ZPF
800022130,800022130,1094386,0df5c556-d1ff-e611-8115-74d435edc0c2,Active,Section 202,202/8 Direct Loan/ Elderly-Handicapped,08/16/1990,06/01/2030,8,VAUGHN BALL GROUP HOME,1710 NORTH GLEBE ROAD,ARLINGTON,VA,22207,,,COMMUNITY RESIDENCE OF ARLINGTON INC,Non-Profit,"Community Residences, Inc.",Non-Profit,,,,Elderly or disabled,,,,8,,,,198407.85,,,ZPF
800022147,800022147,1094538,5025b662-d1ff-e611-8115-74d435edc0c2,Inactive,Section 202,202/8 Direct Loan/ Elderly-Handicapped,06/30/1992,01/01/2030,49,WILLIAM H PLUMMER PLAZA,5520 TOWNPOINT RD,SUFFOLK,VA,23435,,,BELLEVILLE SENIOR HOUSING INC,Non-profit,"Belleville Senior Housing, Inc.",Non-Profit,,,,Elderly or disabled,,,,49,,Missing from Subsequent Updates,,1279899.54,,,ZPF
,VA005000003,1095028,e06266a4-d1ff-e611-8115-74d435edc0c2,Inactive,Public Housing,Public Housing,09/30/1973,,100,KIPPAX PLACE,100 S KIPPAX ST,HOPEWELL,VA,23860,-77.281488,37.304936,HOPEWELL REDEVELOPMENT & HOUSING AUTHORITY,Public Entity,HOPEWELL REDEVELOPMENT & HOUSING AUTHORITY,Public Entity,,,,,1/1/1973,1/1/1973,,100,,Missing from Subsequent Updates,,,,,
,VA013000003,1095342,555657b0-d1ff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,09/30/1976,,103,BIRCHWOOD APARTMENTS,101 HILLSIDE CT,LYNCHBURG,VA,24501,-79.188224,37.411312,LYNCHBURG REDEVELOPMENT & HOUSING AUTHORITY,Public Entity,LYNCHBURG REDEVELOPMENT & HOUSING AUTHORITY,Public Entity,,,,,,,,103,,,,,,,
,VA020000101,1095354,b95657b0-d1ff-e611-8115-74d435edc0c2,Active,Public Housing,Public Housing,01/31/1973,,159,PECAN ACRES,501 PECAN ST,PETERSBURG,VA,23803,-77.426185,37.215682,PETERSBURG REDEVELOPMENT & HOUSING AUTHORITY,Public Entity,PETERSBURG REDEVELOPMENT & HOUSING AUTHORITY,Public Entity,,,,,1/1/1973,1/1/1986,,159,,,,,,,
,VAA2005025,1094833,fb7f7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,34,BOWLING GREEN II,3146 CARMICHAEL AVE,NORFOLK,VA,,,,THE COMMUNITY BUILDERS INC,For Profit,,,8,18,17,Family,,,,43,,,New Construction,,,,
,VAA2003015,1094699,717e7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,150,BROADWATER I,15227 TIMSBERRY CIR,CHESTERFIELD,VA,,,,HERCULES REAL ESTATE SERVICES INC,,,,,,150,Family,,,,150,,,New Construction,,,,
,VAA2001225,1095274,3a8e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2001,01/01/2031,24,HIGHLANDS II,187 LEE JACKSON CT,BROADWAY,VA,22815,-78.798263,38.608718,HIGLANDS II LP,For Profit,,,8,,16,Family,,,,24,,,New Construction,,,,
,VAA2001255,1095282,768e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,01/01/2031,84,WESTOVER COMMONS,1917 VARINA AVE,PETERSBURG,VA,23805,-77.398345,37.19865,COMMUNITY HOUSING PARTNERS,For Profit,,,,84,,Family,,,,84,,,Both New Construction and Acquisition and Rehab,,,,
,VAA1995105,1109050,28439180-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1995,01/01/2025,34,NEW CASTLE MANOR,RR 1 BOX 3000,NEW CASTLE,VA,,,,NEW CASTLE MANOR LP,For Profit,,,34,,,,,,,34,,Missing from Subsequent Updates,New Construction,,,,
,VAA2000195,1095188,868c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2000,01/01/2030,38,SPRINGBROOK PLACE,233 ALGER LN,BROADWAY,VA,22815,-78.798088,38.608131,BROADWAY ASSOC LP,For Profit,,,38,,,Elderly or disabled,,,,38,,,New Construction,,,,
,VAA2011800,1112786,36cf967a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2011,01/01/2041,40,WOODCREST,330 CAVALIER BLVD,SOUTH BOSTON,VA,,,,WOODCREST VA LP,For Profit,,,40,,,Elderly or disabled,,,,40,,,New Construction,135162,,,
,VAA2013028,1094702,92cd967a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2013,01/01/2043,34,SCOTTSVILLE APARTMENTS,300 PAGE ST,SCOTTSVILLE,VA,24590,-78.49707,37.798046,SCOTTSVILLE APTS LP,Non-Profit,,,,,,Elderly or disabled,,,,34,,,Acquisition and Rehab,99000,,,
,VAA1994055,1110449,52d0967a-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,01/01/2024,40,BRUNSWICK MANOR,300 UNION ST,LAWRENCEVILLE,VA,23868,-77.859779,36.759693,LAWRENCEVILLE MANOR LP,For Profit,,,40,,,Elderly or disabled,,,,40,,Missing from Subsequent Updates,Both New Construction and Acquisition and Rehab,,,,
,VAA2011811,1095123,846466a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2011,01/01/2041,122,PHOEBUS SQUARE,602 PHOEBUS ST,PORTSMOUTH,VA,23704,-76.311477,36.834247,PHOEBUS SQUARE LP,Non-Profit,,,,,,Elderly or disabled,,,,122,,,New Construction,568404,,,
800245066,VAA2002200,1094670,fd7d7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,139,SALEM FIELDS,7210 ALPHA CT,SPOTSYLVANIA,VA,,,,HERCULES REAL ESTATE SERVICES INC,,,,,,139,Family,,,,139,,,New Construction,,,,
,VAA2001085,1095391,af954eb6-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2001,01/01/2031,20,DESKINS APARTMENTS COMPLEX,ROUTE 620,VANSANT,VA,,,,BUCHANAN COUNTY HOUSING LP,For Profit,,,,20,,Family,,,,20,,,New Construction,,,,
,VAA2008035,1095099,1c6466a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2008,01/01/2038,113,ATLANTIC AT CHARTER COLONY,801 CHARTER COLONY PKWY,MIDLOTHIAN,VA,23114,-77.661865,37.486629,CHARTER COLONY SENIOR ASSOC,,,,,,,Elderly or disabled,,,,113,,,New Construction,325550,,,
,VAA20150028,1102521,972db404-aff0-e711-81d0-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,72,RIVERWOODS AT LAKE RIDGE,2065 TACKETTS VILLAGE SQUARE,LAKE RIDGE,VA,22192,-77.276588,38.673828,TACKETT APTS LLC,,,,2,50,20,Family,,,,72,,Missing from Subsequent Updates,New Construction,,,,
,VAA2006757,1102834,4ddc5f58-aff0-e711-81d0-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2006,01/01/2036,32,COLLEGE GREEN I,61 BLUEBIRD LN,WARSAW,VA,22572,-76.758071,37.954566,COLLEGE GREEN LLC,,,,32,0,0,Elderly or disabled,,,,32,,,Acquisition and Rehab,,,,
,861863070022,1117911,f6e5ce47-b0f0-e711-81d0-005056ba3ab9,Inactive,RHS 515,515 Rural Housing,07/26/1994,,,HARMONY HOUSE,1151 GLENDALE ROAD,GALAX,VA,24333,-80.884437,36.694038,,Profit Motivated,GEM MANAGEMENT,,40,0,0,Elderly,,,,40,,Missing from Subsequent Updates,,,,,
,779159916010,1117564,3ae6ce47-b0f0-e711-81d0-005056ba3ab9,Inactive,RHS 515,515 Rural Housing,05/10/1990,,,PLANTERS WOODS APARTMENTS,601 E FERRELL ST,SOUTH HILL,VA,23970,-78.111747,36.732673,,Profit Motivated,TRINITY PROPERTY MGMT,,6,18,0,Family,,,,24,,Missing from Subsequent Updates,,,,,
,733430785011,1117564,42e6ce47-b0f0-e711-81d0-005056ba3ab9,Inactive,RHS 515,515 Rural Housing,05/17/1976,,,PLANTERS WOODS II,601 E FERRELL STREET,SOUTH HILL,VA,23970,-78.111747,36.732673,,Profit Motivated,TRINITY PROPERTY MGMT,,4,18,0,Family,,,,22,,Missing from Subsequent Updates,,,,,
800021893,44118,1094287,b3bb745b-b1f0-e711-81d0-005056ba3ab9,Inactive,HUD Insured,236(J)(1)/ LOWER INCOME FAMILIES,06/01/1975,05/01/2015,204,BUCKMAN ROAD APARTMENTS,3426 BUCKMAN RD,ALEXANDRIA,VA,22309,,,,,,,,,,,,,,204,,Terminated Mortgage,,,,,VAR
800022087,44127,1094325,b7bb745b-b1f0-e711-81d0-005056ba3ab9,Inactive,HUD Insured,236(J)(1)/ LOWER INCOME FAMILIES,11/01/1972,10/01/2012,54,SUBURBIA FRFX APARTMENTS,10730 WEST DR,FAIRFAX,VA,22030,,,,,,,,,,,,,,54,,Terminated Mortgage,,,,,VAR
,VAA2015013,1105479,fb3d6c67-b1f0-e711-81d0-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,54,JAMES BLAND V,998 N ALFRED STREET,ALEXANDRIA,VA,22314,-77.047241,38.81554,JAMES BLAND HOUSING V LIMITED PARTNERSHIP,,,,0,40,14,Family,,,,54,,,New Construction,,,,
