var_code,var_label,data_type,level,val_min,val_max,var_relabel,val_label,recode,val_length,val_na
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435041,435041,,"OFF-Meter Readers, Utilities",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435051,435051,,OFF-Postal Service Clerks,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435052,435052,,OFF-Postal Service Mail Carriers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435053,435053,,"OFF-Postal Service Mail Sorters, Processors, And Processing Machine Operators",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435061,435061,,"OFF-Production, Planning, And Expediting Clerks",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435071,435071,,"OFF-Shipping, Receiving, And Inventory Clerks",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,435111,435111,,"OFF-Weighers, Measurers, Checkers, And Samplers, Recordkeeping",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,436011,436011,,OFF-Executive Secretaries And Executive Administrative Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,436012,436012,,OFF-Legal Secretaries And Administrative Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,436013,436013,,OFF-Medical Secretaries And Administrative Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,436014,436014,,"OFF-Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439021,439021,,OFF-Data Entry Keyers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439022,439022,,OFF-Word Processors And Typists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439041,439041,,OFF-Insurance Claims And Policy Processing Clerks,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439051,439051,,"OFF-Mail Clerks And Mail Machine Operators, Except Postal Service",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439061,439061,,"OFF-Office Clerks, General",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439071,439071,,"OFF-Office Machine Operators, Except Computer",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439081,439081,,OFF-Proofreaders And Copy Markers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439111,439111,,OFF-Statistical Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,439XXX,439XXX,,OFF-Other Office And Administrative Support Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,451011,451011,,"FFF-First-Line Supervisors Of Farming, Fishing, And Forestry Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,452011,452011,,FFF-Agricultural Inspectors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,452041,452041,,"FFF-Graders And Sorters, Agricultural Products",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,4520XX,4520XX,,FFF-Other Agricultural Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,453031,453031,,FFF-Fishing And Hunting Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,454011,454011,,FFF-Forest And Conservation Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,454020,454020,,FFF-Logging Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,471011,471011,,CON-First-Line Supervisors Of Construction Trades And Extraction Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472011,472011,,CON-Boilermakers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472031,472031,,CON-Carpenters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472040,472040,,"CON-Carpet, Floor, And Tile Installers And Finishers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472050,472050,,"CON-Cement Masons, Concrete Finishers, And Terrazzo Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472061,472061,,CON-Construction Laborers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472070,472070,,CON-Construction Equipment Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472080,472080,,"CON-Drywall Installers, Ceiling Tile Installers, And Tapers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472111,472111,,CON-Electricians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472121,472121,,CON-Glaziers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472130,472130,,CON-Insulation Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472140,472140,,CON-Painters And Paperhangers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472151,472151,,CON-Pipelayers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472152,472152,,"CON-Plumbers, Pipefitters, And Steamfitters",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472161,472161,,CON-Plasterers And Stucco Masons,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472181,472181,,CON-Roofers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472211,472211,,CON-Sheet Metal Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472221,472221,,CON-Structural Iron And Steel Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472231,472231,,CON-Solar Photovoltaic Installers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,472XXX,472XXX,,"CON-Brickmasons, Blockmasons, Stonemasons, And Reinforcing Iron And Rebar Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,473010,473010,,"CON-Helpers, Construction Trades",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,474011,474011,,CON-Construction And Building Inspectors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,474021,474021,,CON-Elevator And Escalator Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,474031,474031,,CON-Fence Erectors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,474041,474041,,CON-Hazardous Materials Removal Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,474051,474051,,CON-Highway Maintenance Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,474061,474061,,CON-Rail-Track Laying And Maintenance Equipment Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,4740XX,4740XX,,CON-Other Construction And Related Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,4750YY,4750YY,,"EXT-Derrick, Rotary Drill, And Service Unit Operators, And Roustabouts, Oil And Gas",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,475020,475020,,EXT-Surface Mining Machine Operators And Earth Drillers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,475032,475032,,"EXT-Explosives Workers, Ordnance Handling Experts, And Blasters",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,475040,475040,,EXT-Underground Mining Machine Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,4750XX,4750XX,,EXT-Other Extraction Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,491011,491011,,"RPR-First-Line Supervisors Of Mechanics, Installers, And Repairers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,492011,492011,,"RPR-Computer, Automated Teller, And Office Machine Repairers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,492020,492020,,RPR-Radio And Telecommunications Equipment Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,492091,492091,,RPR-Avionics Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,492092,492092,,"RPR-Electric Motor, Power Tool, And Related Repairers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,49209X,49209X,,"RPR-Other Electrical And Electronic Equipment Mechanics, Installers, and Repairers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,492097,492097,,RPR-Audiovisual Equipment Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,492098,492098,,RPR-Security And Fire Alarm Systems Installers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493011,493011,,RPR-Aircraft Mechanics And Service Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493021,493021,,RPR-Automotive Body And Related Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493022,493022,,RPR-Automotive Glass Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493023,493023,,RPR-Automotive Service Technicians And Mechanics,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493031,493031,,RPR-Bus And Truck Mechanics And Diesel Engine Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493040,493040,,RPR-Heavy Vehicle And Mobile Equipment Service Technicians And Mechanics,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493050,493050,,RPR-Small Engine Mechanics,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,493090,493090,,"RPR-Miscellaneous Vehicle And Mobile Equipment Mechanics, Installers, And Repairers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499010,499010,,RPR-Control And Valve Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499021,499021,,"RPR-Heating, Air Conditioning, And Refrigeration Mechanics And Installers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499031,499031,,RPR-Home Appliance Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,49904X,49904X,,RPR-Industrial And Refractory Machinery Mechanics,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499043,499043,,"RPR-Maintenance Workers, Machinery",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499044,499044,,RPR-Millwrights,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499051,499051,,RPR-Electrical Power-Line Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499052,499052,,RPR-Telecommunications Line Installers And Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499060,499060,,RPR-Precision Instrument And Equipment Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499071,499071,,"RPR-Maintenance And Repair Workers, General",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499091,499091,,"RPR-Coin, Vending, And Amusement Machine Servicers And Repairers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499094,499094,,RPR-Locksmiths And Safe Repairers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499096,499096,,RPR-Riggers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,499098,499098,,"RPR-Helpers--Installation, Maintenance, And Repair Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,4990XX,4990XX,,"RPR-Other Installation, Maintenance, And Repair Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,511011,511011,,PRD-First-Line Supervisors Of Production And Operating Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,512020,512020,,"PRD-Electrical, Electronics, And Electromechanical Assemblers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,512031,512031,,PRD-Engine And Other Machine Assemblers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,512041,512041,,PRD-Structural Metal Fabricators And Fitters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5120XX,5120XX,,PRD-Other Assemblers and Fabricators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,513011,513011,,PRD-Bakers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,513020,513020,,"PRD-Butchers And Other Meat, Poultry, And Fish Processing Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,513091,513091,,"PRD-Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,513092,513092,,PRD-Food Batchmakers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,513093,513093,,PRD-Food Cooking Machine Operators And Tenders,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,513099,513099,,"PRD-Food Processing Workers, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519160,519160,,PRD-Computer Numerically Controlled Tool Operators And Programmers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514020,514020,,"PRD-Forming Machine Setters, Operators, And Tenders, Metal And Plastic",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514031,514031,,"PRD-Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514033,514033,,"PRD-Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal and Plastic",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,51403X,51403X,,"PRD-Other Machine Tool Setters, Operators, And Tenders, Metal And Plastic",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514041,514041,,PRD-Machinists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514050,514050,,"PRD-Metal Furnace Operators, Tenders, Pourers, And Casters",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5140XX,5140XX,,"PRD-Model Makers, Patternmakers, And Molding Machine Setters, Metal And Plastic",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514111,514111,,PRD-Tool And Die Makers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514120,514120,,"PRD-Welding, Soldering, And Brazing Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,514XXX,514XXX,,PRD-Other Metal Workers And Plastic Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,515111,515111,,PRD-Prepress Technicians And Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,515112,515112,,PRD-Printing Press Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,515113,515113,,PRD-Print Binding And Finishing Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516011,516011,,PRD-Laundry And Dry-Cleaning Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516021,516021,,"PRD-Pressers, Textile, Garment, And Related Materials",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516031,516031,,PRD-Sewing Machine Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516040,516040,,PRD-Shoe And Leather Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516050,516050,,"PRD-Tailors, Dressmakers, And Sewers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516060,516060,,"PRD-Textile Machine Setters, Operators, And Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,516093,516093,,PRD-Upholsterers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,51609X,51609X,,"PRD-Other Textile, Apparel, And Furnishings Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,517011,517011,,PRD-Cabinetmakers And Bench Carpenters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,517021,517021,,PRD-Furniture Finishers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,517041,517041,,"PRD-Sawing Machine Setters, Operators, And Tenders, Wood",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,517042,517042,,"PRD-Woodworking Machine Setters, Operators, And Tenders, Except Sawing",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5170XX,5170XX,,PRD-Other Woodworkers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,518010,518010,,"PRD-Power Plant Operators, Distributors, And Dispatchers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,518021,518021,,PRD-Stationary Engineers And Boiler Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,518031,518031,,PRD-Water And Wastewater Treatment Plant And System Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,518090,518090,,PRD-Miscellaneous Plant And System Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519010,519010,,"PRD-Chemical Processing Machine Setters, Operators, And Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519020,519020,,"PRD-Crushing, Grinding, Polishing, Mixing, And Blending Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519030,519030,,PRD-Cutting Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519041,519041,,"PRD-Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519051,519051,,"PRD-Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519061,519061,,"PRD-Inspectors, Testers, Sorters, Samplers, And Weighers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519071,519071,,PRD-Jewelers And Precious Stone And Metal Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519080,519080,,PRD-Dental And Ophthalmic Laboratory Technicians And Medical Appliance Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519111,519111,,PRD-Packaging And Filling Machine Operators And Tenders,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519120,519120,,PRD-Painting Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519151,519151,,PRD-Photographic Process Workers And Processing Machine Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519191,519191,,PRD-Adhesive Bonding Machine Operators And Tenders,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519194,519194,,PRD-Etchers And Engravers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519195,519195,,"PRD-Molders, Shapers, And Casters, Except Metal And Plastic",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519196,519196,,"PRD-Paper Goods Machine Setters, Operators, And Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519197,519197,,PRD-Tire Builders,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,519198,519198,,PRD-Helpers--Production Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5191XX,5191XX,,"PRD-Miscellaneous Production Workers, Including Equipment Operators and Tenders",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,531000,531000,,TRN-Supervisors Of Transportation And Material Moving Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,532010,532010,,TRN-Aircraft Pilots And Flight Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,532020,532020,,TRN-Air Traffic Controllers And Airfield Operations Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,532031,532031,,TRN-Flight Attendants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533011,533011,,"TRN-Ambulance Drivers And Attendants, Except Emergency Medical Technicians",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533051,533051,,"TRN-Bus Drivers, School",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533052,533052,,"TRN-Bus Drivers, Transit And Intercity",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533030,533030,,TRN-Driver/Sales Workers And Truck Drivers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533053,533053,,TRN-Shuttle Drivers and Chauffeurs,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533054,533054,,TRN-Taxi Drivers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,533099,533099,,"TRN-Motor Vehicle Operators, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,534010,534010,,TRN-Locomotive Engineers And Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,534031,534031,,TRN-Railroad Conductors And Yardmasters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5340XX,5340XX,,TRN-Other Rail Transportation Workers,TRUE,6,0
